title,stars,name,text,label,processed_text,predicted_label,prediction_confidence,predicted_label_canon,Advertisement_Flag,Feedback_Flag,Irrelevant_Flag,Rant_Flag
Paragon Shopping Centre,5.0,daphy tan,"when i came to the paragon,   i saw this metro shop. its was a vintage brand shop metro, yet and its only left two in singapore, selling the vintage products..  and yet metro is vintage shop in singapore, back in the old days!    that you can't really find in other shop.. you can check it out..  cheers! ",feedback,came paragon saw metro shop. vintage brand shop metro yet left two singapore selling vintage products.. yet metro vintage shop singapore back old day really find shop.. check out.. cheer,feedback,0.87,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Nabil Basaad,"A sophisticated mall on Orchard Road, known for its high-end luxury brands and upscale shopping experience. The mall offers a mix of fashion, beauty, and lifestyle stores, as well as a variety of dining options. With its clean, elegant design and a more relaxed atmosphere compared to other malls, Paragon is perfect for those seeking a premium shopping experience in the heart of Singapore.",feedback,sophisticated mall orchard road known high-end luxury brand upscale shopping experience. mall offer mix fashion beauty lifestyle store well variety dining options. clean elegant design relaxed atmosphere compared mall paragon perfect seeking premium shopping experience heart singapore.,feedback,0.96,feedback,0,1,0,0
Paragon Shopping Centre,4.0,Pui Yee Lee,"A decent shopping centre, a bit old but maintained good.",feedback,decent shopping centre bit old maintained good.,feedback,0.91,feedback,0,1,0,0
Paragon Shopping Centre,3.0,W8ll8AM S8M,"Mostly branded stuff and some nice restaurants & cafe . Mostly for the rich from home and oversea as near Mount Elizabeth Hospital & Paragon Hospital when they came for thier yearly , monthly check up , etc . Just my own opinion only",feedback,mostly branded stuff nice restaurant cafe . mostly rich home oversea near mount elizabeth hospital paragon hospital came thier yearly monthly check etc . opinion,feedback,0.92,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Senore World,"I love visiting This mall
Every mall in Singapore is just so amazing
But I was able to get basically everything i needed on my trip from this mall",feedback,love visiting mall every mall singapore amazing able get basically everything needed trip mall,feedback,0.9,feedback,0,1,0,0
Paragon Shopping Centre,4.0,Benny Super Shiok Food,"Nice Elegant Shopping Mall Best Food Especially Best Indonesian Restaurant  (Tambuah Mas)in Basement , Other Japanese Restaurant, Chinese Restaurant many others as well.Plentiful Branded Clothing, Shoe,Perfume, Accessories, Bags in the Heart if Orchard Road",feedback,nice elegant shopping mall best food especially best indonesian restaurant tambuah ma basement japanese restaurant chinese restaurant many others well.plentiful branded clothing shoe perfume accessory bag heart orchard road,feedback,1.0,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Hiro K,Amazing shopping mall in the orchard area. All thingsâ€™ ready here including food options,feedback,amazing shopping mall orchard area. thing ready including food option,feedback,0.95,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Lester Chua,One of the TOP 5 Malls in Singapore Orchard Road.,feedback,one top 5 mall singapore orchard road.,feedback,0.8,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Amol Sethi,Great place to shop and eat! The mall has a play area for children which keeps them busy. Plus a huge toy store.. so everyoneâ€™s happy to shop here. Thereâ€™s some great eating joints.,feedback,great place shop eat mall play area child keep busy. plus huge toy store.. everyone happy shop here. great eating joints.,feedback,0.94,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Dave Journey,Great place to shop. Less crowded than the usual shopping mall as it has more exclusive brands and shops.,feedback,great place shop. less crowded usual shopping mall exclusive brand shops.,feedback,0.92,feedback,0,1,0,0
Paragon Shopping Centre,5.0,BCChua,"Paragon Mall !
5 mins walk from Orchard MRT
A lot of branded staff is in this mall
Such as Gucci, Long Champ, Coach, Emprorio Armani, Montblanc , MCM, ETRO, BRUNELLO CUCINELLI, Calvin Klein, LOEWE, Burberry, Givenchy.
Enjoy !",feedback,paragon mall 5 min walk orchard mrt lot branded staff mall gucci long champ coach emprorio armani montblanc mcm etro brunello cucinelli calvin klein loewe burberry givenchy. enjoy,feedback,0.98,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Baru View,"Very modern entrance mall! During the visit, Christmas Tree was decorated very well outside inside.",feedback,modern entrance mall visit christmas tree decorated well outside inside.,feedback,0.85,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Yingying,"One of the popular shopping malls located in Orchard. The mall is beautiful. The shops are selling luxurious items. So if that is not your type of item to look at, perhaps just drop by for 30mins - 1hr if you are nearby.",feedback,one popular shopping mall located orchard. mall beautiful. shop selling luxurious items. not type item look perhaps drop 30mins - 1hr nearby.,feedback,0.98,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Lily Dawis,"One of my fave malls in Singapore. Always evolving, it is not as crowded as Ngee An City/Ion Orchard/Wisma Atria, yet it serves the basics to luxury needs very well. Well curated items at the Cold Storage, great mix of restaurants and boutiques for mid range to high budget shoppers, the mall has managed to keep its position as a leader. Upper level has great mix of beauty parlors as well as lovely amusements for kids.",feedback,one fave mall singapore. always evolving not crowded ngee city/ion orchard/wisma atrium yet serf basic luxury need well. well curated item cold storage great mix restaurant boutique mid range high budget shopper mall managed keep position leader. upper level great mix beauty parlor well lovely amusement kids.,feedback,0.99,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Lee Joey,Visited Kanada-Ya Ramen at Paragon and enjoyed the zen vibe of the place. Very comfortable place to enjoy a good bowl of Ramen.,feedback,visited kanada-ya ramen paragon enjoyed zen vibe place. comfortable place enjoy good bowl ramen.,feedback,0.83,feedback,0,1,0,0
Paragon Shopping Centre,5.0,hero phine,"Beautiful upscale shopping on Orchard Road. several dining alternatives. On the higher levels of the building, a number of specialty clinics are located. The mall has a variety of F&B and retail options on its lower levels.",feedback,beautiful upscale shopping orchard road. several dining alternatives. higher level building number specialty clinic located. mall variety f b retail option lower levels.,feedback,0.92,feedback,0,1,0,0
Paragon Shopping Centre,5.0,Kingronrobin,"Very clean and luxurious mall. Located at the heart of Singapore (Orchard Central), Paragon Shopping Mall mostly offer a wide range of luxe clothing, furniture brands and many more!",feedback,clean luxurious mall. located heart singapore orchard central paragon shopping mall mostly offer wide range luxe clothing furniture brand many,feedback,0.86,feedback,0,1,0,0
